dataset,index,value
reverse,1801,J7(YDDNkY9&pUZP9MhWj%gne%hsoXmQ%7XHveNGBoCfAZC#W-R:5rB#6&S!x81;@-Yvbrp7M!I:DqvJU#dr&sDZBgW7lSeIe7pcs*:hlOKh35v&399)ujAq1W8T@a&gG*cPiK9zMX3-eM(a;U*aQBTo83rs:CwS2lM2!gfHRUoxFZzMjZZnVgsyBT
reverse,1802,J4(r8Zm^WJi9HU;ziBrk5!UhCp!vg^8xOKnZ-9LEyve^
reverse,1803,J1-Zcp;DVqnqS&ep:9fpqs7&DvuGBstto3fb%yx(Ansmh^VZPwjmFvV@gMsXrf
reverse,1804,J%V;8-kr*n-SkQ22)j76dcho:xsc%ba0f2A:1f7fY@&Kxjn@B4W1Sj
reverse,1805,J%9IP-7-Tuo5b-pNYAhRYOhPFWSfRwAAys-LJAdjuaL3ml)E9x%sxZRrE34
reverse,1806,J!Ef3&rZdVSx!ng2ti0@)&5O#YiikAPRGH:(h!K0:nfc9X;-A9:yfeY3CL2v3*996IXhpi60NG70#@W)&kB9%B4x5P)j()&gvTaIZfXqh!9pjHRL!s6;nvD#Ke2ErF(c9wQrT-
reverse,1807,J!*5aIMhp88#kvSAED6W)PVPa6yAm)@h2Ah(nWf*bihPf1LcXY;8fzBC0Z@0QVD8NbUetDgmZzhjE5cMliNAHdqW:RLLvatd!ZOELOk:nCinER32Lj@PfGP*jn^Zb(dpAjsXA6W3-D#s1LdEhnVyGyE&MapdcpArF*b!;URW5zWbrCde5
reverse,1808,Iz22shXZxbEdfWcMTHwoF1PoLT8b*Sg;9tBCMqDlcPoyZeYtlQbMipJTa0UDQw1@ZL0:B
reverse,1809,IqVbJl2M4)uvHM6#w#4KFYWCPcQ4ZAZLf6C7!DM%XGzU3UsFrzVuKsT5qdpYdHHlOEAm1mWQ
reverse,1810,Iofv2z!CZ36ZQsMFP8Xb#xqLE1QbM7Vzg607jN5dib087
reverse,1811,Io^ZsBY5QssTWIdhzYzZwBA&zSg&cabuULUa5t9tKzC#iJmKSu
reverse,1812,Il5!AI9p:SEiXkIt!^(!LXU#P&;qTXOJyZXMrCK^KU2JGhH!ltCTAC(ZUuBka4tybNe(G
reverse,1813,IiPPgfdqGEq4EHv2XjUUz1sQPk2Eo3d)3R^2CREzHpNVF3%3:YN9bd-n
reverse,1814,Ifbn9Y#3Kho(
reverse,1815,IeV-BvTO0jQ;YZ;D!rGNqt:2sJ62VO;Fb)KNQ3F0QKki@w7X%zd#SV1e8gUgdWv6^d;x5h6f-ghjpsgW@gE&JlfKYC2k!dZ%xYWSd#;0UY;zIbA#(IfpO@Ixo8WBX)HGmP*4jYbcGsAE:(CcgR)tglCF)A-SqmimPX)Qz2K3qQQ;1-Pz&d9:YA#SSVz(22RcTVJY:rw#
reverse,1816,IeHQoDKx53Y)GnrP99zwm7X303pfSCVap*LU9u)KVnZUu4bNyCtFiijNh7lXBf6DrdmR
reverse,1817,IVp(afTgAgQ:Qcq(ZG!:#ewQyZXt8DXWQefddR4Yvu1JLAqO
reverse,1818,IU4ED@KSxkv%F4p9T@t3;)1qCQ6dO3fh0-s)nZII&9BIS1Mhs;F7VoRo7cp59#Sw-G2b6(g
reverse,1819,IT2-8RAm65)gLBNhY((-f:^%66a7(UPZ-EPUop^48tv-gqnY-Q41%ylrVsG;KQzVUapbDS9aX9tZ-5*kPoSSOMXT11qXVoa!Pm51H&B8sv&l)J29M8nHZIMzX:W^
reverse,1820,IR^7YpP5KF3VGQSbS;F#vCffsEBCnECVsQ:QzOG2H5v;k06!LzEh7OMF^y)zTcSmN!b9s5Ahmk84ju-rr3Xl@kvm%bDi(sYRAd2fCs6H%9dBe4#QwZp^oMz@6YmUGzEl291*N4n)vCD;jbv1&@wiP
reverse,1821,IPW^!38SEtA&zCQ0Fe-(CAKk0dUGTx&)0&U0MF6%Ae%c7BwdQBfw
reverse,1822,IPP#@Ak03vhazKMolCX@a4UO
reverse,1823,IMbSUD3N:#%2MU*W*qEOCHwn63vi3*y!BUO2*V#ImHdVl8ocJyJMxXB;08YOH!W42s%^f9CQ;f)J
reverse,1824,IJ3obB)B9FCFaR9)Hfq!nlx8BPjVU%07CKDicjBW*iL:S95BrckYqfw;P@-FeI2oXZeuaKw*v;!8ibv%t)YsqUU)q3vxWRDBVnyu%*HP15eRdu1P)y;k(iUoYkp3)6@qwD9n
reverse,1825,IJ(4Wu8Gx2(Z7^usRdIYQcR94DlyTLj2CoXNyXaN3B6ZHsaL&;*&DxocgkS4E
reverse,1826,II;w(0zUE*gLj:-ZaB*QzLK56k#BVdEslZNZu7Ku(*0)Fnn^E%62PdYaFEjq#Wm4lcPU5h%&!uXgUH(JM69OKqB!BRpUccCz7*siH;9Ul6kleJhtHos)C#1!
reverse,1827,IGMtTrsI6E;6xO;56JoP0hWS4^AYYX^pSS8NbqP2L-mC;#iItPH@V2C8fECR#PTSj@G%Y1ID7YX65d8!!lq8M2hCZYYL6(hTQlJUO0Dq!naoZej(3Ls6T3:RD%)89VmSUMR*h0^)hFnHR01l8H82QAf3ZZ
reverse,1828,IEZ@&0OBm3wL7*m:Q1YUcg5Ya8ywnP-U)tx;q&
reverse,1829,IEN7cY2pD9Mmie6OWT0!:FYuH*@9y
reverse,1830,I;nPHj10TGQjX8!Yz1fgwdKz!lxLiBMm(nnvcJyiABH&xeLMcYUD*Qji6Im5dcSsw8dMD5ybFDjEWO-YL2VXSn5&JRQldh7FpN:maa2Jt1yh#Bi84mBL075E:!z#jWomaeUa8B#M2sEUtV4BA9AOy&
reverse,1831,I4VxA-#)vD)8a:CWbBO)dA&1DHTb:AlW4cx9jul
reverse,1832,I4%EV2&RDR@WD7@u5&W(N)P7qJY0oIWqe3EA)G8M!u;0HC(j5C01H0ZABeEAHU1cU*zil3RJun@tcphKhOLIJGlfUFzPz5BzD-4n)a9gvI6Yao&#&yVbk:bPSc%5-7-Rw&eh*o3%UDyba%zW3ZkMz^kgD@FJF(S*#&7Kly
reverse,1833,I3uo0#7phdWotA6u*XvtUY*5I)7b2I!wqVKdlbmC6FNOTx
reverse,1834,I3ins&Q2y1dWj#G7fAI1N:ZT7qby0f48QgJP2yS#Eu48)yro@E0hstU1h^cuUJWeMD4ZhQAU8S&eU3eY!2YNlp6ZpxCG)9CamCKcTAvj9NoU1m%S:Qw:TZD;@@&KcOz#Uw@Jip^a!mrhOc(3HEHxrr!9icjk#
reverse,1835,I2QXT5uc:z%fPhsdi903DL2wPLyoSriMek%kS!U6)s)QKV809w30(XpD1ZeIN)r8EN!O(tyd!^XUEj;8&VEc%0A&TLa#6XH!zbV-Phn!9ZJ
reverse,1836,I*pJHw6XIElOJr9BUw1@qeH*fnh0UPBrU96H:tETH(qmj
reverse,1837,I*j&ovU-EW*su;^b)!#DfKZv^mNp2n*BUUK%WkhkFfWL(TJqWRhSKvI9#IE6xoRY)AjnM88LH-g#HpUC#bXe(cAjj4W
reverse,1838,I)@wWRpbxDCtKHfuL7-BHaVHP84Qc2)E9hUy;qh)h8G:@K
reverse,1839,I(DkA7ol38eL*W6BPc@EQoILuH4Z:CJE5BFfaRBGjtZXfA!:1GNg;gA
reverse,1840,I&KMA2CDfx6NF7Qngud^H;AKn860LXmvKYMa4Zmb9JeSBbGOoDsBZsV&Y%
reverse,1841,HxPbzeWrQRaHR%-mJT9ZSeHSQAGn^QbOI&&5#uA6jHmmGB78&C^eoBAAAOkJY)isO(EpI#X^e1RN44!;EyObd)n^tge)4b8-Y2!eq1;L2bSvwjqox@ogv&w:@eOA6-k^Z@w;8&^tD:2C;mO6m!np1%M8wE(:MViW&23Z1APz%GT-3QmebuGHoYj7S;Rea9-P
reverse,1842,HwaT::Z@yEHOQzvM#JoNl6lJWfK6oZr5FL*j:)j1U5YN#(kDC-8)3ka-1JnOA0COIlj62csr&7QKx*Yc#MFFk2%vQE:-ERrtzP0gbHbFgu!!QR*Jy:6ivwofcX&jJU(aCfTmxpdSrNe:3mT:(RUWU3!L:J*TOYt*SVsVY
reverse,1843,Ht!L;DN&MzP07kmmj55ttow68sZ%GX-;ndoy&qsB*m6Y8WuG)Mmf^RQVV*t13YjK)reUg:y5a#Kp;Bq5*0NBz2sP1ToGV%%@00U!d#CwA)4utMaZs*MG;58S9-!oC)q5DDT*6czgboS1#ujumixmKTvY4@
reverse,1844,Hr8%YBR)HaY2tfdfKCegFVC&WWXQSpp3jObbc&ENLZCiM&!zIIDcfexKM96Gw(^:kSd(9PyE49*F;CZ4^Q2sEubtmsr#fgj!-6bR@sMGF%VAxow80uP@D9#gWHR4O*QpWK-g5b#mOoIYF&(FVJzbR
reverse,1845,Ho:)C!gs0^t(kvGo:W:tjIQfgyD4TD#q3A7g5drU@r:V3pS^KbhojGat#nklT0vEMiMgBnF
reverse,1846,HnvUoKCx-sw3Ta)@;&eLUYq6ECHn&dcvd:g*q*T8W
reverse,1847,Hnt2f4WaM16^h)4S9kj9p;vU)2!sLWF:)Hmre0z6hKc2;Ht*%(%7pjZV34^aamsqzpDYY
reverse,1848,HkMYN2HftJ8AnA!;UD33(L9J!2WwdvZkdBUr9lx;urX4WU(7#L9y8nqjIUVDweqmM!W2%uY%Q6YbIscmc-44W@RUL2Q@s:EZaFdh-i7wMy:oclYqgF#;TO9@5g(o;:N9a(Oh8pYqSrNjPyI::Hpxl4vGSy-GIsTxomT%y0mG;7Hz@)(gyy@LDnpa
reverse,1849,HjQYwZ8nQHaKvTaN0j^:#:Ol*BUofcv2@uyhtS&oGpSOyi6cm44LvyUQWc^tVUJrC^eONiwVRs@xwzukObTmoi0w9ikb1A9Vy2bc7t34Mi7H92@@QZMml5GnSd3aTyin
reverse,1850,HiNv&@G)K5@1nE1EWCGFyEYJb;q8K6;3zBom4IwNRsWl6kdjKB2vnye1vupvLYlrtO)#ld8g0(9#TBuTR;Npy:kjqA8YE3BAeY6DHOfTo!4%%ylixywnwpXPNj(o*4QtPEOI4xnO:sQYw:azf*nu;-z^&reKn)15Z%5PA@u8K!iQ5fS*zwQwKK*fC^-
reverse,1851,HdO:q%5u)HJ9c67:*P9qcSJV-#B0%*QixDc!0y2HoSE25*7E-JfW5RJfe64IBGoEJXUl!s0EVOP;A8XZr6)7AHDGYAICG)XEUjggjwzq#-aDRTE^#(*Ml3%T*4q:&DfgByy%esj)3u)9;yDgXTFyJ@Z5rn:F%iiwayFvqwgtQ
reverse,1852,H^5kqLVxQZvidQ-tDbj4y4TIC%IH5pjI
reverse,1853,HY4JZc*L@*uzosLN7LV312XAEpQPy&zSxtU#MGosu4vW*5XZ9BcRa
reverse,1854,HXLo%aJ-veM;zh3kdNIlvV59HTIcH%C;UY3D21uEuG3Ft)37h!9PCT
reverse,1855,HWIp-Zsx(yE;v5k0f2%cjR(uYrd%9&kTei9#@NBfDvCUJyt9%pggthpu6cr-uBtw#EszEq
reverse,1856,HW9vUH6xavkGzeFxb1;CUKbut&zH8j1u!R2Y(h2N66!QFiSapx44^q1xuvFf4Xd9MKOG:49h1Ud8ym1@Z1U9%@F9K&;9-RMzpPYV&)YZfzDpUd*jNvuyc#jX36a(Hky-BZ2:7Y65)@ZdsgigBOYKX)2Qb)SWfCrLBvrQchj2Yf
reverse,1857,HVJZHV)kU#KsURDT^Bj!fkzZq8gwIWXnO#-9(c!u)MKqJN1^et6)8j@lD0ELN-tQ!-qoSwcSGUmf29;(tBhMERol6suTU59TwAOOPO^(YQoB-KpHkn3HeXWD-&fdOs:@Nu@
reverse,1858,HVIJeEn5ElsFTf9r#4%*OsD-:@r864H4oe3GNQAU!s0uCwlkMvABl;kWvJ6Iwai!crgFYHx304zkDi0syU!ZSWb09:eaU6)LUMRiDbbvzA5COG@vY%R#oKh%s1^lH%)9TA8TCOPDf*Zo
reverse,1859,HRKlTQji@##kyPBWa
reverse,1860,HNzOyvDT9oJK4Zx9p;rnkEnD2CuSIJSasFZ3SIPt@8AYam:8eK*PDD%CF2
reverse,1861,HL5H%MRKk7khoukPAAC@NoF*exuWcYeJTQ8PyrPdmPY4O9m#JPBlxC7oCKDu3mziHwaOhsZoohcrMcadyAkhDS1rnKuJ693c&(&s6tI010h1dprpsaM%fiAH-sNju4DEMTbpg9T:OPv7O%l4w#4FD^7;ufC!V0w3vRQbg1Xn
reverse,1862,HHx&NS5KO9mOEapYJRWQx5f8G0oOeMBTZ-jbwO)iO;t6!S#MYTq&svBLk#Ua:#fGb&zD6L:&MFjX@jYLEU0NAMPIB@0eXxv73BAk55#ei2Mm@R2(h39RwrzE^JdCdrt
reverse,1863,HG#C0rZ4FbFQPScNPWa6
reverse,1864,HEZAUJXaCee#LWoTiW&Gh(%UlTcuIR3V6P1YloyWb;o(9)*#jYJ6CqFaPM9yPIch3khhvWzs%l09CrN(#^wL32bD(G%ALc:!E&jy)T&WMIhbL0OwqSytUWJrRLq2NZKLQ1mtZAG4)usC#NTi:0XtfU6hKyic#&Q#7pjUVmpFe-S
reverse,1865,HD9#dbqJd9EmsMgvWaBrvLMWFfrE*dltw:J(Qd*TRBXU
reverse,1866,HCBDW38iqHUKY0ynsKp:xm@F-#nNyUc632DrDcGTbZ0RpF;%Ws)U^p(fn^6
reverse,1867,HC7uTL8k;ZVanh^;^:aK5qZFZ&auM;O9HFaEa2ugXO23-Ujw0Z^EiFl%obCOPTRZaJ!32Sz3h-&v@-tAfL)rP96xoU@-mwZW(3NK*Zn192er;dSHmBM(P!oktZUS4g07iJFaMBSYH5iMss!YBw(fPh*jcE%tLoCRV7LI@Wx7bF:iKgDktkG5uQ^bGSPIJO#Hczy2
reverse,1868,HBUCGE50X:KeX7-)9Sn&Nt;ikmen5O;MoeM9URCU6SH2EO@c2cZBU:bME*qDU3XBFyDR3ogx)Ke8KhPQRAGYVgP;FlPv5qg2Lbms#v^Kc1;:6u4oneuZs7ckJ4%QIN-p*hZ!RRSJezByjDb)J8RS^zACV
reverse,1869,HBDywx49J#mB@Z(&gGaNmmx9^UGXRcbVeAea3eLH^EDGK1bjey@RXiTU6A@*vNVk
reverse,1870,HB!ad@JeW3&Z^#nEdZm&XAOKq%DlN-ggSl^O&D7SWEJvMkjITM:1cr*;jd0tc5@PHSuecCSA#*F6SJC-rZSymssu9iSV3PhAS;qyxlGFUysF&y6s2eP9WLXk5iVo#iMo
reverse,1871,HAO()3r7HJwFvAEb9wTQFGR)uWh@51d@U*pEu4Occ
reverse,1872,H;3#jRQaSgDnGcHneW#gI;qaO#ewmR^D0z:*72guMPI#TNGuH7H9lZ4zGKf9seYM4*9x&J2DSPbR4r!abIkEY7fdcehN%9zr0KJFrTS)96iFhoxBShRTvv5B#2id1suNRBOGraC)L(3n6rYa&V:
reverse,1873,H8YmOX)h&FgvTK!uugy8!Ci8OYh@V^P;OsVWMmth7:eOVbjkFAV@-45f4Qi0@TtI;xYkmg30
reverse,1874,H8V04MpDndX&kNJz7ngg:KmOovATzgjV6wBN9ct^yP76R@#KnM43dK*1jz):(s5tv8qxzMtfDTW(XU2#XK)66-WCKxX1lw;kU(rBTcplC@Mh(484J9ICVGp#lskwzv5m4*rW@YpEDfIByOptiVr@LTzTGoh#in#wYcv4J#Ubx9DZah
reverse,1875,H7E03f)zSS0Vu^JnBsMuS-Pxs0vhIc8nJDbs-pAuOHSvOV1CO5KqhaL@t^oRK1QGhG@G(dqqeex3sOyq#50Y^7%4@W5A9o;KTTkysGtfAF-Mu^XqUs3-rhWEvZ3lyMpx%wbc@sXPbBV:7nL#xu7D;Ig1n0:)Y#HU9;(lsib1F3yZzJ9U^l82An99:l%EQ7veN)w4vb5w
reverse,1876,H6-mn0sF1SC5^bTyb%4;%vZS#jyo076X:VMC&q07a*IBqa49mYtJC%;jH8q-nrz%W6&WBNp!:4kXU!#fN09
reverse,1877,H4p*&DN:Zmrg5ar&Q7(rEeJ)HV*^P1#M;04UnE1e2YsJW#;FwX8VmDY#AcS))sqAq3Xb!Zn%Tcc&V%T(cL*PM2
reverse,1878,H4j7AW^QmARHuZhJO)G%h-DF0h3Lt-9vrfMiFyvWu1YTf#oY3dzFNjWqBxZjgL3g(BmWODp#11&y;ic;A;RJ6ZnBp8GlmTjLWPVmIEswqDD1xdNm&UR*Q74lglbUyJP4M:!hmmoP)#Jo8U5E@W!jZ@7n)k6cKViDMJUhXB48c;9jVDH!219d3IHMUa0#u)Pq2PXhwmJ
reverse,1879,H2e(PlmtR%8kEx6XHIjp93#sBzUdu*v7OrEjyh;4W%E5sblobM7VS4yxhetWQ#:OAssuTyw(9y;j%ASg:JHn2eUTEZvVI1((&@asO5z5rbYszAoBct9#cV938HJBQw6Mqka^qECs#:xQ!Wwr)zv(8@L
reverse,1880,H*K*#HVgtoE)lzQT@E6-N5I8MeWTqhf5h:*anG44)4FaS;@iP!(IJ:EYR2BKL3:w;Kp1xF&HW^IHLKXlxbiOyjQGg4mvdIUAktNlLgXB:#UXNd1Ak3lZ6*owQNoMY4Y@()yQ(fRn70sV#DKhd%S1z0wkLr%jkZO-f*S**Ie5NZO*-O&
reverse,1881,H)bq1nlGbpK4uOQsYV5MC
reverse,1882,H#S;nnUN%i71C70Q0SrHD!
reverse,1883,H##;I)GP1F^toFtUH^;aMQsqlib%fSg;egV8m8tHRT;U*qxPRSjEf5V
reverse,1884,GzBA30)jI*RdEWWoL2sL;6h@*iLw;Re5^#E
reverse,1885,Gx^mXlPedFrQFWx0bOzSfU7EW%!MQW;!xiKs8&BS%WSsZ1wzApdl!jJ-sTF0xykuMCKI!aH&MXU3K%58CCIP^k(9gPwZNeEE^vQ7cUf*H21t
reverse,1886,GxAcgLsp6s;SN*hS3M8NHsm%!7L1zIaY*6K(G0ukUBU:3vJE40r8w%TkX#IMO@9A9mGn^tmM!QZ
reverse,1887,Gsb3Hbe41iykve:sH!A^CTzIK10JqsHw)X53b2sM:iP*b-lLILgzYub7y#X;zzU60S(dK5SH3T26nmps*tyOQbA#;(:gbFyrwoBuOp75U6zn%#z@TX8GV&EWw7IC5ZWhlP@V
reverse,1888,GriLZOYWkuX:0ftilRuxo:q84tvxIbNZM&fIZ@7JZ;!2DSAe*HD:z3jd!
reverse,1889,GjKeAzGqsVDmPaVY40^P*-Yn0iaw*2AAsyJoslwceX!O86d9Qpc4vkEIyL1Q-%RS4*I*C^@Tr;Tjdgp11AlBAvw)fUY62kWxy(E*4@nvNofaq@z4Wo(1trN:aO33JweL(H2xQ)UDSa#u-1r&RXhLR
reverse,1890,GgPK;tT8)a8-xDJZfq(@*M*lX5:(AlxU&eieSADFKWL@)hUwseoLibW^1zTU!bOy(5FCUykPIXRJip8@Dm7Snoo9lFYLkE&z0slN6VC3s
reverse,1891,GfHnPdvR3244J6JQfgQ!HX-&gko@^DAy45VGk8:nuY89c3L1O5E7lqs371CiFeIdecvmTGQ2HDD*3fNpnu2ZywStJ%jRHsQ!pq4#z#%
reverse,1892,GdZVhXA6FXe-QUNb%2z@m5LMBh6:%bFqUKW9fG%lFUh(gFExtvZp:KMEC;K^ExWa%IJ!MVUWnEnQ3(3dRsgNYUunrcgdxNslAE#JlQzes#k^kc*JnFVdP;pCuT%l:2PYJbg%CCLcWe-
reverse,1893,G^l&3X&u7-S(6je%UzykR-z3upa-fI-kBMFc!OAEMVpbZ@:)qlFY!Gx)U;SSVzvS%Du%5t*(W6Z9WQtL3xNXY#vI(@*c@p#Xyn3VdSWloSMNY61Pw!*gcs-Af-6JUpMREERCj7BqZzTg
reverse,1894,GYOcqaq:m6v7KnkFmgj;b0H
reverse,1895,GX07OLsyE(r;SY:35l&!1&^!aKaYzQT-tt-OuLJvK;-cnVf@DYuJ*95-P
reverse,1896,GW6lstGTSwi3ysr;yfm-yPGttE*cdkNng&fvYWjs3ITN%G1wfYLxh1@UiSZmV:K23UsO62&)e3i@k2^007D7Mp0bcnoGmZBakAVcstw9i7TiJ6f9inJf^u(bI4y:zeF;ZVSRn:(3cil^BDJey5QC(%Qapw^7svXo7EI7Ty&oF^zoZC*JLl)Vis&fzb
reverse,1897,GRea3^G7eNGVZfAleEb0QJ^s&np9N:2VOQrxJsKeH0I5sXJWE9tULdCudtpPlv66UNtKKTQE0MaPfpaV-ArjEuqgomLwEW:Kc5UiZzSoOpZyNSdERbKb31xvpYy*!xuLYcU@4#aQ#Qi8iwnfUvMeXMxl%khTf;0NqROSR@5Iel7S4&Oq&XfwdtcJg)BO*g!v)oXud%
reverse,1898,GQEyJ&ZqoqrAfV-Jg3Zf#6g3Ehx2sQLrN0qxGX:lbKqivpIz3brK
reverse,1899,GOq;@3!Xgy()3D-I)s8@oARIAdy6e7AZV&jw!myYIlGSVLD^s2BOWjf(6!G*6m59ztlqSZF^oKTMcsj5tPEFa1B#U8Ey9rinG!QUM(*Mi;sdmO@hS5Vg%ay@OLBFMgTzE:r@WAvo0bGQUL^Oo*9BhcSr*FaK)N(^#z
reverse,1900,GLlNg0v;Cv2iX0^bkUMGKMUQ-&IwGH9u#tyJ3)BS2th7&Iyloo9tTk88b#kXnC^f9nSaJGKcncO22XvpOqqzmX^b4m%9J;DwgAiW;xM9iCz8fVOsLAXU8Mbw9%:QS;Zxc7npI31r5Na3hegh-6E0
reverse,1901,GKklmJI4WhVB1NcMX3mT4U!^fw0^DVm(v:UeI5VnKM(^B(z3Ivqeo2Pj;IbUSXpQPV
reverse,1902,GKBajyg%SqG&pvE48RKDm4prfBvb1TD*Llqz(g:SQ8gYo^b7vc6snEhvwuz&&(60wRilK^r)hO8BHvZ#x2rEvrWKw3eYeQOnNNYZaEG4X8LzpWE%DESYt
reverse,1903,GGqILRaIpr#G4AwiWZ@ZGqRG()QXUY%Df-Iv5RnZs#Vt)#ilYM%2(S&s3Rpv3Ss#OMnoqZVU^:D(!Cc*^#ykOOj;6DS(2D&#TAacx0b;WW2ACVWdsMr:)Q)Ow^lK
reverse,1904,GFaRWF4xG;aL%ZG2Jl1awsn&%x%w!4UYhsJpWXJMn^n4aav!#xnE*zxHGpwt1ZK8xgpj!sxC-R6wJicVl2SHu4aX31!kdQ-Ko;FAD#dawNMq2OAloW@*F9i1IK#0biu#ZWmDHbn;f&3@Nd:b8msvV3Gvt4buK-qag*q0x;2GacE
reverse,1905,G9SRqE1fjucPLA-J!)m9V7q0F;ezY(57@hh&Vtb^bsf-r
reverse,1906,G6W8IN&o1oOeEu4
reverse,1907,G4HlHQxGPZ;J
reverse,1908,G3FW;sov9qxKIWp)J6;UzOttB2QmoFi#Hy*2RWKmtht9:((I5f0ZFcK3d-Ptmj^61a1Q@P0Qw*bkWCO6ahJXk31@8UysZ30t84vDIy6zVdlwfHpOuwjLNe*ZarC7lpAwANVZRKvsoBOSDnFtVFHmC7Z1rHh4rh*cANgfL9M4cUsQe3O98L2Wlth#th9ul55P-Ml&8gpm
reverse,1909,G-oW6P*4DFaX:aJoa6R)x%XYLrepKhT0CT&EHzq6HNDlD
reverse,1910,G-E-7zY@-z6kx3seD7ymnoC^H8FdzPx)zNWQ@ToscwTSEIH*XBvBprTZpSmaO;#MNhNhbf:kE&w!yHUoyoJ:Lfg!cA3pZRB%cNIKQTzZaUkr7hwk7GHF8miD
reverse,1911,G-)V0Sjy&Ks;3D2Apf
reverse,1912,G)4hVozqUf2zD3yipi!9MO
reverse,1913,G(bqs(Jb1D60ecOL1T6I80@Wl#(HOr*fnS2wiqY8)VI6xgabkC;;oW4ewyLhrImAl:
reverse,1914,G%b^Sg0JXbrwU5ZTJqh59dZ7Eu85d#WNttj(WO^i6rPIKJ^xw*4JSo(gqKyZkkCxBKOQIlV82FhfO
reverse,1915,G#*X83coFq8PPAvuOxc;hLTv*v:RhSUnWME5v;R3ILRsAWsTlxemYawR9EP5FaPI&wxMXiyW(3j20j5lIb-SULo#G3KA!-LnFE;YJpWs^a702(-RLNr0Vb)rEFsTcVkqYW9:1Dyk:UJQ!LYU5cnwa^gztYQ
reverse,1916,G!;-ts0VX2^4IyVPr#6IW*D#G^VlF;dcE2zN)R3x#3qGFOI;pgaBHr6KxT&DbZPbL2@5%FX#30lIubOLX0BXJm9(jn:DRQmg4&g7ChiVHK5nbB0gW!YbyidhgP&fwdRXJ7Gj&2ZvGm0cbx9KIMqI-yqnkk3vgeR8*d^SU8*2:bauWO!RH0BW^*1GJ@
reverse,1917,Fyt;vKuiPvU)AEIeLT6&1TnU!y8Lt^5&-vmRHp(t#P7C:6iul7#GQ4Zf6#EHGa7CN1U9k!*jIQ
reverse,1918,FyEEZ4ShFY%PFVRh-X26)*M&kY*WU6GFlZgpNQBK5aeU^V2*CeOCgJ%R4^JT6K#si(kV!a2vk*FlwmrjRk#3F4cd)Cm7Y%-v^m0*tVt09XPZR2rg^zfm@ovN;rv%IYneF0I:)X:85wqnQ8)W#0%3qN
reverse,1919,Fs3d1AHNiLVOTkbExsLEjne@LjMR-p*h3Me!iU9UBGhDECmeV()N(jZfl(RBv:Q*CO-8OB
reverse,1920,Frf8H(mm@e&)LO*J9T(EDstV*)vTL3xp8ow4C!zd!*sx26&#^UkD:88*!ULKpJ2N&WeY&Po84e6m&
reverse,1921,FrIfM3c&nMYky(2pqFx7%BBvE%6GS2-zAcjVTKJ3mRK-k;nCmrgjU!@xD&Nv5pzv;LSlm!P101BLgBgVfdN7CW0szchD:jnj@gA#W6uhw!8k9s;4QT%1UN38*Ni21xz0LyCyp&RJzdL^CQkaDAS)0RO^P5mqEoSO6(;06EvD@IyC*jO6BpI5d3y6yL
reverse,1922,Fr45JLkC3u3LelXDIK7S7EIx55^Pyezm;D@%sLzP7Oj()rsbVKzns(j%%Qo#axdoBUc*a-6@pEh#6::;Be#oxhsKtDq0d^tTr5(h
reverse,1923,FpC0j3R:0sE3z02f%l%u6cmk@NmS4yAYJ4GwnB21(DkcMZhpFZLDSFBPn^msxUZR2sZZ%)m#9S6y!78fJ@Ez(ngro*JRzdJeTOs6F0UYD@Wb2BhlyN@TF5bT9VX3FoaSXq7@kWqnZU
reverse,1924,Fp6abv:H1(PlpeDNIfhgiUcVVY;d463uKTMiOi*b^8OYk#BA4FfFiPp;UL*YnG0-wxn#K!46TCuOjQmO
reverse,1925,FoDZmHHCi#4*&uT9jM!:RBJ4aaa5mq59bcp0-81d!gebNDYBcm&W:yazbZ6wi#ntIdejRLsfDph:tkdIMu6StjUPJrB1aq;3IK0sf-sVxHOwr@teYep*xq9
reverse,1926,Fo8lVw-@qxE*0z7@-8(*lEpe(byt3i%!dt-*3y
reverse,1927,Fm@YIIMYQ-LrPvxSiMPrbNQ#luB*r)f#v-eDw(AWGaEvMfdoF)gH3a7!4Z#b5Z3Ab:QfDy)@(9J1g1Q;7nS1TL-93H#hs%-L!&Dfa;*Ys1OfgYvrh9KI(uGjlnmgXgxApt%^fMLnjRxQefdxC!7pmj1oTIZHnrloZ1O&q4fhy1*ia
reverse,1928,Fk3eY&Wvn3UTyUEiGEmhvJPXWoCY*p:31T@i&&CX986wrm@x32p8;BsYn%cfCXEQZs(HcepY&m%m:QH@KyL@XbOkv32%aUpBwojfqpPdoYbGzdwe4m@BbIxIYnFWmbzPUcy6Rr6zio%aSP3&JmPJoOvIioyRI;Jj**KAafm3u8U1p);Q3aGc)
reverse,1929,Fh(x6fNPu^C!ivTR&&RIpOXb2Wjyqj!*s#ee*@Niv6#:G1s!!d)KP*kejDZR&glcJ82cgzDZKbIWLBRIQBeR08A34a@*d1PPt40zVACW4n%B#MtzXj^7FU1z^N;K(QPpI9YZ(u5iLmOKR6u5mCe!tRsIFiT
reverse,1930,FdFM^#iDfVy#4i!bNCh@TqjhzVc58^bTOV4tNEpTdCvMi%&JvivUKgh)PMwd%WUbmSXHI*h470gsJPUlp*GO%p0y%th&RH2GfqFfJ2YaIc4urwHiT
